Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
310636,GPT-4,2046,595,2641,Conversation log
310724,GPT-4,2413,599,3012,Conversation log
310731,GPT-4,13,452,465,Conversation log
310736,ChatGPT,1276,107,1383,Conversation log
310759,GPT-4,508,167,675,Conversation log
310786,GPT-4,707,143,850,Conversation log
310862,GPT-4,36,113,149,Conversation log
310898,ChatGPT,21,428,449,Conversation log
310905,GPT-4,41,273,314,Conversation log
310909,GPT-4,162,158,320,Conversation log
310911,ChatGPT,230,69,299,Conversation log
310976,ChatGPT,1406,164,1570,Conversation log
311020,GPT-4,1116,199,1315,Conversation log
311043,GPT-4,201,283,484,Conversation log
311085,GPT-4,559,139,698,Conversation log
311120,GPT-4,1347,487,1834,Conversation log
311145,GPT-4,2256,596,2852,Conversation log
311189,GPT-4,68,11,79,Conversation log
311248,ChatGPT,103,7,110,Conversation log
311293,GPT-4,1540,101,1641,Conversation log
311469,ChatGPT,85,36,121,Conversation log
311474,ChatGPT,1325,46,1371,Conversation log
311506,ChatGPT,1388,454,1842,Conversation log
311602,GPT-4,2338,272,2610,Conversation log
311614,ChatGPT,1178,137,1315,Conversation log
311614,ChatGPT,418,123,541,Conversation log
311643,GPT-4,2142,275,2417,Conversation log
311644,GPT-4,88,454,542,Conversation log
311658,ChatGPT,420,82,502,Conversation log
311694,GPT-4,2019,356,2375,Conversation log
311748,GPT-4,1588,248,1836,Conversation log
311771,GPT-4,1375,321,1696,Conversation log
311814,ChatGPT,1098,83,1181,Conversation log
311820,ChatGPT,33,18,51,Conversation log
311831,ChatGPT,62,32,94,Conversation log
311907,ChatGPT,1032,142,1174,Conversation log
311907,ChatGPT,108,35,143,Conversation log
311952,ChatGPT,536,34,570,Conversation log
312036,GPT-4,114,292,406,Conversation log
312063,ChatGPT,16,267,283,Conversation log
312213,ChatGPT,1131,420,1551,Conversation log
312266,ChatGPT,91,9,100,Conversation log
312312,ChatGPT,132,281,413,Conversation log
312337,GPT-4,435,492,927,Conversation log
312391,ChatGPT,68,9,77,Conversation log
312421,ChatGPT,99,26,125,Conversation log
312453,ChatGPT,1485,885,2370,Conversation log
312475,GPT-4,76,328,404,Conversation log
312485,ChatGPT,67,42,109,Conversation log
312523,ChatGPT,137,319,456,Conversation log
312562,ChatGPT,470,3,473,Conversation log
312591,ChatGPT,1399,394,1793,Conversation log
312623,GPT-4,607,212,819,Conversation log
312738,ChatGPT,1560,183,1743,Conversation log
312740,GPT-4,71,304,375,Conversation log
312782,ChatGPT,265,575,840,Conversation log
312888,GPT-4,72,215,287,Conversation log
312901,ChatGPT,0,0,0,Conversation log
312914,ChatGPT,0,0,0,Conversation log
312939,GPT-4,464,369,833,Conversation log
312941,ChatGPT,717,389,1106,Conversation log
312977,ChatGPT,33,528,561,Conversation log
312992,ChatGPT,849,404,1253,Conversation log
313003,GPT-4,844,214,1058,Conversation log
313032,GPT-4,1084,337,1421,Conversation log
313057,GPT-4,55,262,317,Conversation log
313126,GPT-4,53,341,394,Conversation log
313231,ChatGPT,484,4,488,Conversation log
313254,ChatGPT,421,356,777,Conversation log
313273,GPT-4,413,370,783,Conversation log
313287,GPT-4,0,0,0,Conversation log
313292,ChatGPT,747,35,782,Conversation log
313331,ChatGPT,468,20,488,Conversation log
313362,ChatGPT,1493,209,1702,Conversation log
313383,GPT-4,1440,271,1711,Conversation log
313481,GPT-4,16,3,19,Conversation log
313488,GPT-4,1437,479,1916,Conversation log
313520,GPT-4,34,3,37,Conversation log
313525,GPT-4,41,29,70,Conversation log
313609,GPT-4,98,28,126,Conversation log
313631,GPT-4,53,5,58,Conversation log
313639,GPT-4,85,27,112,Conversation log
313639,GPT-4,257,403,660,Conversation log
313640,ChatGPT,1011,159,1170,Conversation log
313758,GPT-4,47,303,350,Conversation log
313777,GPT-4,75,4,79,Conversation log
313781,GPT-4,18,310,328,Conversation log
313781,GPT-4,349,24,373,Conversation log
313781,GPT-4,721,69,790,Conversation log
313849,GPT-4,2452,599,3051,Conversation log
313851,ChatGPT,24,558,582,Conversation log
313881,ChatGPT,1623,717,2340,Conversation log
313884,GPT-4,868,406,1274,Conversation log
313923,ChatGPT,620,542,1162,Conversation log
313929,ChatGPT,18,676,694,Conversation log
313945,ChatGPT,0,0,0,Conversation log
313963,ChatGPT,268,105,373,Conversation log
313975,GPT-4,1320,402,1722,Conversation log
313983,GPT-4,543,24,567,Conversation log
313995,GPT-4,1826,581,2407,Conversation log
314034,GPT-4,360,219,579,Conversation log
314047,GPT-4,779,24,803,Conversation log
314089,GPT-4,16,63,79,Conversation log
314115,GPT-4,982,24,1006,Conversation log
314120,GPT-4,128,112,240,Conversation log
314133,ChatGPT,56,45,101,Conversation log
314142,GPT-4,927,103,1030,API log
314148,ChatGPT,508,58,566,Conversation log
314173,GPT-4,1079,24,1103,Conversation log
314175,GPT-4,927,103,1030,API log
314188,GPT-4,1781,413,2194,Conversation log
314200,GPT-4,28,112,140,Conversation log
314208,GPT-4,1002,24,1026,Conversation log
314228,ChatGPT,18,336,354,Conversation log
314238,GPT-4,1002,24,1026,Conversation log
314257,GPT-4,2186,579,2765,Conversation log
314266,ChatGPT,595,8,603,Conversation log
314293,GPT-4,959,24,983,Conversation log
314343,GPT-4,925,24,949,Conversation log
314351,GPT-4,207,86,293,Conversation log
314354,GPT-4,2482,520,3002,Conversation log
314377,ChatGPT,154,36,190,Conversation log
314398,GPT-4,258,112,370,Conversation log
314400,ChatGPT,20,257,277,Conversation log
314418,GPT-4,16,197,213,Conversation log
314448,GPT-4,388,50,438,Conversation log
314472,GPT-4,456,151,607,Conversation log
314508,ChatGPT,428,257,685,Conversation log
314514,GPT-4,908,183,1091,Conversation log
314538,GPT-4,348,514,862,Conversation log
314555,ChatGPT,255,350,605,Conversation log
314560,GPT-4,634,107,741,Conversation log
314573,GPT-4,928,193,1121,Conversation log
314573,GPT-4,1611,616,2227,Conversation log
314737,GPT-4,125,116,241,Conversation log
314739,GPT-4,2288,587,2875,Conversation log
314782,ChatGPT,45,324,369,Conversation log
314796,GPT-4,263,80,343,Conversation log
314805,ChatGPT,688,105,793,Conversation log
314838,ChatGPT,872,152,1024,Conversation log
314850,GPT-4,234,286,520,Conversation log
314853,GPT-4,2920,461,3381,Conversation log
314901,GPT-4,3440,539,3979,Conversation log
314932,ChatGPT,1064,112,1176,Conversation log
314962,GPT-4,94,4,98,Conversation log
314979,GPT-4,238,365,603,Conversation log
314982,ChatGPT,299,134,433,Conversation log
315009,ChatGPT,1947,128,2075,Conversation log
315030,ChatGPT,2043,837,2880,Conversation log
315065,GPT-4,621,257,878,Conversation log
315084,GPT-4,94,6,100,Conversation log
315150,GPT-4,338,492,830,Conversation log
315212,GPT-4,135,17,152,Conversation log
315264,GPT-4,0,0,0,Conversation log
315273,GPT-4,1209,491,1700,Conversation log
315307,ChatGPT,38,46,84,Conversation log
315319,GPT-4,383,310,693,Conversation log
315326,ChatGPT,23,486,509,Conversation log
315343,GPT-4,30,401,431,Conversation log
315355,GPT-4,0,0,0,Conversation log
315480,GPT-4,974,400,1374,Conversation log
315490,ChatGPT,22,580,602,Conversation log
315541,GPT-4,216,112,328,Conversation log
315598,GPT-4,1405,271,1676,Conversation log
315600,GPT-4,229,145,374,Conversation log
315621,ChatGPT,40,737,777,Conversation log
315630,GPT-4,0,0,0,Conversation log
315700,ChatGPT,811,692,1503,Conversation log
315726,GPT-4,1831,432,2263,Conversation log
315731,ChatGPT,229,32,261,Conversation log
315751,GPT-4,238,512,750,Conversation log
315754,ChatGPT,15,350,365,Conversation log
315776,GPT-4,793,379,1172,Conversation log
315778,ChatGPT,396,414,810,Conversation log
315787,ChatGPT,35,783,818,Conversation log
315816,GPT-4,125,84,209,Conversation log
315825,ChatGPT,857,827,1684,Conversation log
315842,GPT-4,2308,450,2758,Conversation log
315850,ChatGPT,315,43,358,Conversation log
315884,GPT-4,365,104,469,Conversation log
315897,GPT-4,412,44,456,Conversation log
315908,GPT-4,767,416,1183,Conversation log
315908,ChatGPT,833,205,1038,Conversation log
315919,GPT-4,71,82,153,Conversation log
315932,GPT-4,49,372,421,Conversation log
315988,GPT-4,1987,451,2438,Conversation log
315988,GPT-4,129,32,161,Conversation log
315990,GPT-4,2664,379,3043,Conversation log
316022,GPT-4,104,535,639,Conversation log
316027,GPT-4,48,397,445,Conversation log
316048,GPT-4,97,6,103,Conversation log
316069,ChatGPT,1527,348,1875,Conversation log
316077,ChatGPT,674,242,916,Conversation log
316099,GPT-4,461,234,695,Conversation log
316125,ChatGPT,389,79,468,Conversation log
316137,ChatGPT,880,264,1144,Conversation log
316168,ChatGPT,497,151,648,Conversation log
316169,ChatGPT,1074,326,1400,Conversation log
316177,ChatGPT,727,373,1100,Conversation log
316178,GPT-4,716,379,1095,Conversation log
316181,ChatGPT,1297,239,1536,Conversation log
316194,ChatGPT,671,206,877,Conversation log
316207,GPT-4,125,357,482,Conversation log
316213,ChatGPT,34,54,88,Conversation log
316218,ChatGPT,937,253,1190,Conversation log
316219,GPT-4,1206,379,1585,Conversation log
316227,ChatGPT,178,53,231,Conversation log
316240,GPT-4,95,3,98,Conversation log
316278,GPT-4,93,6,99,Conversation log
316278,ChatGPT,14,457,471,Conversation log
316288,GPT-4,1129,294,1423,Conversation log
316292,ChatGPT,284,29,313,Conversation log
316293,ChatGPT,29,6,35,Conversation log
316307,GPT-4,521,298,819,Conversation log
316322,ChatGPT,851,213,1064,Conversation log
316336,GPT-4,1630,187,1817,Conversation log
316344,ChatGPT,485,534,1019,Conversation log
316350,GPT-4,100,9,109,Conversation log
316378,GPT-4,103,6,109,Conversation log
316385,ChatGPT,54,2,56,Conversation log
316389,GPT-4,103,5,108,Conversation log
316390,ChatGPT,1032,445,1477,Conversation log
316392,ChatGPT,15,227,242,Conversation log
316393,GPT-4,871,426,1297,Conversation log
316396,ChatGPT,986,521,1507,Conversation log
316397,GPT-4,1856,313,2169,Conversation log
316423,ChatGPT,79,6,85,Conversation log
316440,ChatGPT,103,3,106,Conversation log
316442,GPT-4,104,3,107,Conversation log
316461,GPT-4,1824,261,2085,Conversation log
316464,GPT-4,1351,328,1679,Conversation log
316488,ChatGPT,126,4,130,Conversation log
316523,GPT-4,0,0,0,Conversation log
316538,ChatGPT,116,4,120,Conversation log
316543,GPT-4,99,2,101,Conversation log
316595,GPT-4,1034,379,1413,Conversation log
316607,GPT-4,1475,226,1701,Conversation log
316613,GPT-4,95,6,101,Conversation log
316648,GPT-4,105,15,120,Conversation log
316731,GPT-4,26,538,564,Conversation log
316760,GPT-4,115,3,118,Conversation log
316801,GPT-4,125,13,138,Conversation log
316821,GPT-4,0,0,0,Conversation log
316879,ChatGPT,1614,783,2397,Conversation log
316904,GPT-4,0,0,0,Conversation log
316912,GPT-4,503,111,614,Conversation log
316959,GPT-4,282,138,420,Conversation log
316981,ChatGPT,57,209,266,Conversation log
316989,GPT-4,128,128,256,Conversation log
316996,GPT-4,210,319,529,Conversation log
317061,ChatGPT,278,161,439,Conversation log
317103,GPT-4,375,120,495,Conversation log
317110,GPT-4,24,86,110,Conversation log
317117,ChatGPT,462,462,924,Conversation log
317163,GPT-4,26,357,383,Conversation log
317168,GPT-4,587,395,982,Conversation log
317173,ChatGPT,943,460,1403,Conversation log
317277,ChatGPT,756,296,1052,Conversation log
317295,ChatGPT,1426,567,1993,Conversation log
317353,ChatGPT,1068,276,1344,Conversation log
317365,ChatGPT,120,2,122,Conversation log
317367,ChatGPT,346,410,756,Conversation log
317397,ChatGPT,28,21,49,Conversation log
317423,ChatGPT,111,1,112,Conversation log
317438,ChatGPT,63,26,89,Conversation log
317439,GPT-4,0,0,0,Conversation log
317452,ChatGPT,0,0,0,Conversation log
317453,ChatGPT,65,329,394,Conversation log
317459,ChatGPT,0,0,0,Conversation log
317468,ChatGPT,125,1,126,Conversation log
317476,ChatGPT,0,0,0,Conversation log
317481,ChatGPT,440,166,606,Conversation log
317491,GPT-4,808,573,1381,Conversation log
317496,ChatGPT,120,3,123,Conversation log
317515,GPT-4,0,0,0,Conversation log
317536,ChatGPT,135,718,853,Conversation log
317542,ChatGPT,591,567,1158,Conversation log
317542,ChatGPT,117,2,119,Conversation log
317557,ChatGPT,1000,579,1579,Conversation log
317582,ChatGPT,119,1,120,Conversation log
317587,GPT-4,0,0,0,Conversation log
317605,ChatGPT,1736,647,2383,Conversation log
317606,ChatGPT,100,1,101,Conversation log
317640,ChatGPT,105,3,108,Conversation log
317657,ChatGPT,13,217,230,Conversation log
317668,ChatGPT,1594,677,2271,Conversation log
317669,ChatGPT,104,2,106,Conversation log
317705,GPT-4,610,43,653,Conversation log
317745,GPT-4,248,66,314,Conversation log
317750,ChatGPT,0,0,0,Conversation log
317766,ChatGPT,0,0,0,Conversation log
317774,GPT-4,0,0,0,Conversation log
317790,ChatGPT,26,218,244,Conversation log
317793,ChatGPT,31,442,473,Conversation log
317813,ChatGPT,261,274,535,Conversation log
317824,ChatGPT,1627,414,2041,Conversation log
317834,ChatGPT,1543,266,1809,Conversation log
317863,ChatGPT,55,119,174,Conversation log
317867,ChatGPT,19,374,393,Conversation log
317884,ChatGPT,1609,255,1864,Conversation log
317928,GPT-4,0,0,0,Conversation log
317982,ChatGPT,20,184,204,Conversation log
317993,GPT-4,0,0,0,Conversation log
318001,ChatGPT,108,3,111,Conversation log
318068,ChatGPT,406,293,699,Conversation log
318084,ChatGPT,25,409,434,Conversation log
318104,GPT-4,0,0,0,Conversation log
318143,GPT-4,35,491,526,Conversation log
318154,GPT-4,38,425,463,Conversation log
318200,ChatGPT,733,401,1134,Conversation log
318230,ChatGPT,21,405,426,Conversation log
318330,ChatGPT,1152,313,1465,Conversation log
318350,ChatGPT,45,110,155,Conversation log
318376,ChatGPT,207,183,390,Conversation log
318394,ChatGPT,437,119,556,Conversation log
318499,GPT-4,0,0,0,Conversation log
318505,ChatGPT,583,309,892,Conversation log
318561,ChatGPT,16,332,348,Conversation log
318583,ChatGPT,908,205,1113,Conversation log
318588,ChatGPT,118,1354,1472,Conversation log
318652,ChatGPT,1083,43,1126,Conversation log
318654,ChatGPT,1023,229,1252,Conversation log
318661,ChatGPT,31,251,282,Conversation log
318668,ChatGPT,760,40,800,Conversation log
318669,GPT-4,22,203,225,Conversation log
318688,GPT-4,34,169,203,Conversation log
318695,GPT-4,0,0,0,Conversation log
318712,ChatGPT,367,115,482,Conversation log
318717,GPT-4,300,6,306,Conversation log
318720,ChatGPT,1060,5,1065,Conversation log
318749,ChatGPT,937,253,1190,Conversation log
318766,ChatGPT,905,305,1210,Conversation log
318770,ChatGPT,301,199,500,Conversation log
318799,ChatGPT,1039,286,1325,Conversation log
318836,ChatGPT,1052,41,1093,Conversation log
318870,ChatGPT,1095,495,1590,Conversation log
318915,GPT-4,0,0,0,Conversation log
318955,GPT-4,0,0,0,Conversation log
318983,GPT-4,0,0,0,Conversation log
318999,ChatGPT,1364,211,1575,Conversation log
319015,GPT-4,0,0,0,Conversation log
319027,ChatGPT,1248,484,1732,Conversation log
319044,GPT-4,0,0,0,Conversation log
319055,ChatGPT,1427,516,1943,Conversation log
319062,GPT-4,22,227,249,Conversation log
319077,GPT-4,0,0,0,Conversation log
319090,GPT-4,266,234,500,Conversation log
319095,GPT-4,0,0,0,Conversation log
319102,GPT-4,0,0,0,Conversation log
319109,ChatGPT,358,638,996,Conversation log
319116,ChatGPT,1916,262,2178,Conversation log
319172,GPT-4,527,216,743,Conversation log
319174,GPT-4,0,0,0,Conversation log
319187,ChatGPT,1038,836,1874,Conversation log
319213,GPT-4,759,268,1027,Conversation log
319216,ChatGPT,198,166,364,Conversation log
319236,GPT-4,1045,283,1328,Conversation log
319253,GPT-4,0,0,0,Conversation log
319255,ChatGPT,39,265,304,Conversation log
319286,ChatGPT,476,357,833,Conversation log
319311,ChatGPT,34,143,177,Conversation log
319331,GPT-4,2754,338,3092,Conversation log
319346,GPT-4,0,0,0,Conversation log
319389,ChatGPT,113,3,116,Conversation log
319452,ChatGPT,113,3,116,Conversation log
319470,GPT-4,0,0,0,Conversation log
319568,GPT-4,2505,176,2681,Conversation log
319570,ChatGPT,315,539,854,Conversation log
319645,ChatGPT,0,0,0,Conversation log
319660,ChatGPT,0,0,0,Conversation log
319673,GPT-4,0,0,0,Conversation log
319681,GPT-4,262,518,780,Conversation log
319690,ChatGPT,110,48,158,Conversation log
319693,ChatGPT,883,200,1083,Conversation log
319698,ChatGPT,350,176,526,Conversation log
319731,GPT-4,0,0,0,Conversation log
319789,ChatGPT,0,0,0,Conversation log
319814,ChatGPT,1111,200,1311,Conversation log
319819,ChatGPT,12,378,390,Conversation log
319823,ChatGPT,0,0,0,Conversation log
319872,GPT-4,417,262,679,Conversation log
319875,ChatGPT,1327,200,1527,Conversation log
319975,ChatGPT,161,5,166,Conversation log
319996,ChatGPT,30,833,863,Conversation log
320093,ChatGPT,471,260,731,Conversation log
320098,ChatGPT,892,303,1195,Conversation log
320117,ChatGPT,161,2,163,Conversation log
320170,ChatGPT,1230,471,1701,Conversation log
320171,ChatGPT,161,7,168,Conversation log
320177,GPT-4,295,21,316,Conversation log
320196,GPT-4,312,3,315,Conversation log
320206,ChatGPT,1718,796,2514,Conversation log
320214,GPT-4,298,9,307,Conversation log
320262,ChatGPT,1412,190,1602,Conversation log
320277,GPT-4,1829,337,2166,Conversation log
320305,ChatGPT,169,5,174,Conversation log
320374,GPT-4,1588,384,1972,Conversation log
320394,ChatGPT,1555,17,1572,Conversation log
320424,ChatGPT,728,20,748,Conversation log
320427,GPT-4,101,179,280,Conversation log
320435,ChatGPT,123,1,124,Conversation log
320439,ChatGPT,544,16,560,Conversation log
320453,GPT-4,1391,332,1723,Conversation log
320610,ChatGPT,17,620,637,Conversation log
320647,GPT-4,0,0,0,Conversation log
320654,GPT-4,0,0,0,Conversation log
320683,GPT-4,29,164,193,Conversation log
320685,GPT-4,0,0,0,Conversation log
320693,ChatGPT,653,406,1059,Conversation log
320705,GPT-4,0,0,0,Conversation log
320718,GPT-4,280,258,538,Conversation log
320748,GPT-4,229,20,249,Conversation log
320748,GPT-4,0,0,0,Conversation log
320765,GPT-4,20,178,198,Conversation log
320779,ChatGPT,336,506,842,Conversation log
320801,GPT-4,220,114,334,Conversation log
320840,ChatGPT,20,369,389,Conversation log
320888,GPT-4,360,173,533,Conversation log
320923,GPT-4,0,0,0,Conversation log
320954,GPT-4,0,0,0,Conversation log
320982,ChatGPT,109,142,251,Conversation log
320999,ChatGPT,0,0,0,Conversation log
321004,ChatGPT,1252,307,1559,Conversation log
321023,ChatGPT,20,147,167,Conversation log
321047,ChatGPT,379,2048,2427,Conversation log
321065,ChatGPT,194,408,602,Conversation log
321105,GPT-4,189,188,377,Conversation log
321124,ChatGPT,396,289,685,Conversation log
321146,ChatGPT,699,357,1056,Conversation log
